LOCATION,SHOT_NUMBER,PERIOD,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,CLOSE_DEF_DIST,FGM,opposing_team,GAME_CLOCK_sec
H,3,2,12,0,0.9,18.8,2,5.5,0,MIA,568
A,2,1,20.6,4,4.1,4.3,2,8.1,1,NOP,365
A,9,4,17.5,0,0.6,9.1,2,2.9,1,WAS,139
A,7,4,10.4,0,0.8,24.3,3,4.2,1,POR,511
A,1,1,6,3,2,10.4,2,3.6,1,DAL,678
H,8,3,11.7,0,2.8,15.5,2,4.6,0,DET,440
H,6,3,9,5,4.9,6.5,2,2.4,1,CLE,333
A,10,4,3.4,0,0.8,22.7,3,5.7,0,ATL,170
A,1,1,17.2,6,6.2,17.2,2,5.2,1,DET,436
A,7,3,20.2,0,0.8,3.8,2,9.1,1,UTA,590
H,2,1,10.8,0,0.8,17.1,2,2.7,1,PHX,469
A,7,4,2.9,4,3.2,24.4,3,4.1,0,CHA,354
A,5,1,0,1,1.4,34.7,3,9.8,0,POR,0
A,3,1,12.3,5,3.8,20.5,2,2.7,1,MIN,620
H,4,2,24,1,3.5,22.8,2,14.3,0,ORL,460
A,11,3,6.3,9,7.2,10.7,2,6.3,0,MEM,547
A,5,4,10,2,2.7,5.9,2,1.6,0,ORL,539
A,5,1,10.4,2,2,10.3,2,5.4,0,SAC,309
A,1,1,7.8,0,1.7,16.3,2,4.6,0,MEM,604
H,11,4,4.4,2,1.4,14.5,2,2.4,0,MIL,18
A,3,2,22,1,1.7,23.8,3,2.5,0,ATL,701
H,5,2,8,1,5.8,6.9,2,2.6,1,MEM,504
H,2,1,6.9,0,0.7,3.9,2,2.2,1,CHA,255
A,1,3,4.2,1,3.1,7.1,2,2.3,0,SAS,55
A,8,3,15.3,0,1,23,2,7.2,0,OKC,451
H,3,1,9,0,0.9,24.6,3,3.3,1,MIL,466
A,11,4,2.5,1,1.7,11.6,2,2.3,0,SAS,484
H,1,1,18.4,0,0.8,25.1,3,10,1,OKC,634
H,3,2,20.8,0,1.8,1.7,2,0.8,1,MIA,64
H,11,2,20.7,0,0,2.5,2,3.8,1,IND,25
H,2,1,13,1,2,2.6,2,1.5,0,NYK,572
H,1,3,13.1,0,0.8,25.4,3,4.7,0,PHI,37
A,13,4,20.9,3,4.2,2.1,2,1.8,0,OKC,295
A,4,2,18,6,5.8,16.7,2,2.5,0,SAC,609
A,1,1,13.8,1,3.6,17.6,2,4,1,PHI,688
A,2,1,7.6,2,2.3,18.2,2,3.2,0,ATL,447
A,1,1,9,1,1.8,3.4,2,2.6,1,NYK,218
H,3,1,19,0,1,14,2,4.3,0,CHA,563
H,7,4,18.2,0,1,16.4,2,5.1,1,GSW,85
A,6,4,12.2,7,8.7,4.4,2,2.2,0,POR,654
H,2,1,0.9,1,2.1,38.6,3,5.7,0,OKC,172
A,5,4,9.3,0,0.9,5.1,2,1.5,1,BKN,670
A,1,1,12.3,0,1,25.2,3,6.6,0,WAS,238
H,3,3,7.5,7,6.4,7.5,2,4.2,1,LAL,170
H,9,3,0,0,0.6,4.4,2,4.3,1,POR,385
H,1,1,15.7,0,0.8,22.4,3,6.3,0,CHA,248
H,8,3,9.7,1,1.8,19.5,2,5.8,0,ATL,325
A,14,4,14.8,10,8.8,4.6,2,4.2,1,DAL,142
A,7,4,18.7,0,1,2.7,2,3.7,1,HOU,715
H,8,3,0,2,2.3,25.5,3,5.7,0,LAL,325
A,1,1,20,0,0.7,4.1,2,3.9,1,DAL,565
A,2,1,12.3,9,9.7,8,2,0.5,1,NYK,521
A,9,3,12.4,1,5,5,2,2.5,0,TOR,403
H,6,2,24,0,1.1,4.1,2,3.1,1,WAS,183
A,10,3,9,4,4.4,15.6,2,3.9,0,CHA,609
H,6,3,24,0,0,1.5,2,3.6,1,MIA,107
H,7,3,8.6,2,4.2,1.4,2,2.3,1,CLE,118
H,4,3,4,0,0.8,24.9,3,5,0,OKC,379
H,15,4,19.4,0,0.6,2.7,2,7.9,1,BOS,143
H,2,2,3,3,2.7,9.8,2,1.9,0,PHI,680
H,4,3,9.5,0,0.8,24.5,3,4.7,0,SAS,617
H,4,3,16.3,9,7.6,7.4,2,2.4,1,NYK,625
A,4,2,6.4,0,1.2,19,2,4.3,0,ATL,452
H,1,1,13.3,0,1,19.8,2,3.9,0,HOU,631
A,3,2,13.6,1,1.6,14.5,2,3.5,0,HOU,564
A,4,1,22,1,1.6,2.7,2,2.1,1,MIN,335
A,8,4,10,1,1.5,22.1,2,2.5,0,POR,691
H,5,1,14,9,9.8,3,2,3.8,0,BOS,188
A,3,3,3,0,0.2,3,2,5.5,1,UTA,614
H,2,1,6.5,1,4.4,6.4,2,2.3,0,CHI,551
A,3,1,11,0,1.2,21,2,4.6,0,SAC,358
H,7,2,20,4,4.5,24.4,3,5.9,1,CHA,388
H,3,3,14.9,0,1,5.3,2,0.5,1,IND,671
A,4,4,2.9,0,0.6,17,2,7.9,0,GSW,698
A,2,1,8.9,0,5.7,15.9,2,4.4,1,HOU,547
H,1,1,12.3,0,0.7,21.7,2,4,0,SAC,707
H,6,2,0,0,0,1.8,2,1.5,0,PHI,0
A,10,4,10.5,0,1.3,24.3,3,19.5,1,MIA,665
A,4,2,8.3,0,0.6,12.8,2,2.3,1,MIN,496
A,8,4,0,0,0,3.3,2,0.4,1,SAS,669
A,7,4,11.6,0,1,24.8,3,6.1,0,PHI,396
H,3,1,14.2,0,0.6,7.8,2,2.7,0,PHX,552
A,5,3,0,0,1.7,3.1,2,3.5,0,PHX,7
A,5,2,12,3,5,2.8,2,0.7,0,CHI,597
A,2,1,16.3,1,1.2,6.2,2,2.6,0,MIA,369
A,2,1,13.7,0,0.8,17.9,2,5.5,1,SAS,602
A,1,1,17.2,4,6.3,28.6,3,6.5,1,NYK,539
H,3,1,18.5,0,-0.2,4.2,2,2.4,0,PHI,556
A,13,4,13.3,0,0.9,25,3,5.5,1,UTA,186
H,9,3,8.6,1,1.4,24.7,3,6.4,0,PHI,383
A,4,3,8.9,5,7.3,19.2,2,3.4,1,MIN,689
A,4,1,12.8,5,6.8,13.6,2,7.1,1,DET,317
A,9,4,7.5,6,5,21.4,2,4.9,1,MIL,189
A,1,2,18.6,8,5.7,3.5,2,2.9,0,UTA,347
A,16,3,6,2,7.6,6.5,2,2.1,1,OKC,65
A,20,4,17.8,3,4.4,24.8,3,5.1,1,BKN,20
A,1,1,10.9,0,2.6,16.1,2,3.9,1,BKN,687
H,2,1,24,0,0.1,1.4,2,2,1,MIL,425
H,6,2,17.5,5,5,5.1,2,2,0,UTA,515
H,5,4,24,0,0.7,4.2,2,3.4,1,LAC,587
H,4,2,11.9,6,4.8,8.5,2,0.6,1,DEN,248
H,7,3,24,0,0.2,0.5,2,1.4,0,NYK,417
A,2,2,0,2,1.6,2.5,2,5.3,1,LAL,581
A,11,3,9,2,4.4,11.5,2,3,0,GSW,622
A,1,1,17.9,0,0.5,0.5,2,2.4,1,BOS,188
H,3,4,11.9,0,1,16.9,2,6.4,0,LAL,506
H,6,2,12.5,0,1.1,14.7,2,4,1,ATL,230
H,8,2,12.9,0,1.1,4,2,5.5,1,ORL,368
A,15,3,11,0,1.1,21.3,2,6.5,1,CHI,338
H,4,3,12.9,1,2.4,9.5,2,2,0,PHX,65
H,5,2,16.5,3,3,18.3,2,4.5,1,POR,610
A,1,1,12.2,0,1.2,25.9,3,5.3,0,ATL,36
H,1,2,19.4,0,0.9,3,2,0.4,0,CHI,525
A,2,1,23.2,0,1.1,1.1,2,1.9,1,ORL,142
H,23,4,24,0,0,2.7,2,1.5,1,ATL,126
A,1,1,13.9,1,2.1,18.1,2,3.5,0,DET,649
A,3,1,14,2,1.9,6,2,2.2,0,BOS,384
A,6,4,20.8,0,1.2,1.4,2,3.5,1,MIN,588
A,1,2,3.5,0,0.8,2.1,2,3.8,1,DAL,699
A,5,4,8.4,0,0.8,24.1,3,7.1,0,PHX,530
A,4,1,14.9,0,0.4,25.2,3,6.1,1,HOU,138
A,7,4,6,15,12.6,3.5,2,2.3,0,NOP,23
H,6,2,8,1,2.6,6.6,2,2.1,1,SAC,358
H,2,1,18.8,0,0.6,6.8,2,2.4,1,OKC,610
A,3,1,21.1,4,3.9,3.5,2,4.2,1,DET,414
A,8,2,3.2,0,1.8,25.9,3,4,0,TOR,79
A,5,2,11.5,3,2.3,20.6,2,3.8,0,ATL,415
A,4,4,16.9,0,1.1,26.2,3,11.4,0,IND,191
H,2,2,8.5,0,0.9,23.6,3,5.6,1,MIA,534
A,18,4,15,3,2.4,4.4,2,2.1,0,LAL,319
A,2,1,10.7,3,4,14.3,2,4,0,POR,496
H,2,1,15.6,0,0.7,5.2,2,2,0,NYK,289
A,7,2,9.7,0,0.5,3.1,2,3,1,NOP,706
A,13,3,24,0,0.7,2.4,2,2.4,1,MIL,351
A,6,1,0,16,15.9,9.9,2,5.1,1,CHI,4
H,6,2,14,3,4,5.2,2,1.2,1,LAC,56
H,2,1,13.2,0,0.9,12.1,2,4,0,DET,205
A,3,3,9.3,0,0.9,20.6,2,7,1,IND,25
H,5,1,13.9,11,10.5,25,3,1.4,0,GSW,116
H,1,1,0,0,1.2,5.8,2,1.2,1,BKN,175
A,8,4,3.7,3,3.8,5.5,2,1.4,0,MIL,631
H,8,2,15.8,10,8.1,22.7,3,4.1,1,LAC,213
A,10,3,13.5,0,0.8,20.7,2,3.1,0,CHA,516
H,10,3,11.7,0,0.9,0.6,2,2.1,0,POR,152
H,5,2,15.9,13,8.1,11.9,2,3.4,0,NYK,35
A,18,4,6.5,21,17.1,19.7,2,8.3,0,ORL,269
A,10,3,7.6,4,4.9,6.7,2,1.5,0,LAC,143
H,1,1,19.7,5,4.5,18.6,2,6.2,0,LAC,474
H,12,3,19.6,3,3.1,24.5,3,3.4,0,DEN,405
H,3,1,4.3,1,2.1,4.6,2,5.4,1,BKN,352
H,7,4,14.4,0,0.7,0.9,2,4.7,1,ORL,319
H,5,2,14.6,0,2.3,19.2,2,5.2,1,WAS,68
A,4,1,12.2,2,3,4.8,2,0,0,GSW,434
H,15,4,15.1,9,7.9,25.4,3,5.1,1,MEM,417
H,1,1,13,3,3.2,10.2,2,3.9,0,PHI,354
H,4,1,11,1,1.9,23.6,2,6,0,UTA,259
H,16,4,17.6,0,0.9,24.9,3,6.1,0,HOU,665
A,6,3,17.3,9,7.6,4.4,2,1.8,1,WAS,142
H,7,2,8.3,2,2.2,5,2,1.2,0,DEN,490
A,6,2,18.1,0,0.9,17.9,2,6.4,1,MEM,78
A,18,3,13.3,13,11.1,19.6,2,1.9,1,IND,287
H,1,2,16.7,9,7.7,7.8,2,2.1,1,BOS,567
H,2,1,9.8,0,0.8,25.7,3,7.2,0,CLE,618
A,6,2,5,5,6.8,12.9,2,2.1,0,POR,52
H,8,3,13,0,1.3,22.6,3,6.8,0,LAC,364
A,1,2,13.6,8,6.4,20,2,4.5,1,CHI,478
A,3,2,9.2,0,1.7,18.7,2,4.1,0,CLE,407
H,1,2,12.1,16,12,16.2,2,2.5,1,MIN,708
H,7,2,11.7,0,0.8,25.3,3,4.9,0,MIA,39
A,4,4,6,0,0.6,2.9,2,3.6,1,PHX,354
A,3,1,19.3,3,3.5,4.9,2,3.6,0,TOR,362
A,5,3,24,2,2.3,2.2,2,2.3,1,DAL,276
A,7,4,10.6,0,0.8,23.1,3,5.5,0,TOR,96
H,7,3,2.3,1,3.3,17.4,2,2.3,0,WAS,698
A,3,3,2,0,0.8,23.8,3,5.1,0,PHI,170
A,7,3,3.5,0,0.9,20.8,2,4.5,0,ORL,671
H,6,3,4.6,0,0.7,18.8,2,6.2,1,MIL,304
A,1,1,6.5,0,0.9,24.7,3,3.6,0,ATL,663
H,5,1,19.4,4,4.4,24.6,3,6.9,1,SAS,65
A,3,3,9.1,1,1.7,16.7,2,4,1,PHI,504
A,5,2,13.8,9,7.4,4.1,2,1,1,DEN,263
H,4,3,18,0,0.8,19.9,2,5.6,0,MIL,37
A,20,3,13.7,5,4.5,3.1,2,0,0,IND,298
A,3,1,14.4,11,9.7,18.1,2,2.8,0,SAC,51
H,4,2,10.8,2,2.9,3.9,2,4.7,1,NYK,255
H,20,3,16,0,0.8,10.6,2,5.9,0,DAL,147
H,9,4,9.1,3,3.5,5.1,2,0.2,1,TOR,59
A,4,1,0,0,0.9,23.8,3,3.8,0,LAL,413
H,4,3,19.6,0,1.4,2.2,2,4.4,1,HOU,535
A,3,2,9.6,0,1.2,3.8,2,2.5,0,MEM,300
A,9,3,3.2,0,0.9,23.9,3,9.7,0,LAL,477
A,6,3,16.3,0,0.8,22.7,3,4.8,1,DEN,520
H,3,1,24,0,0.6,2.2,2,1.3,1,ORL,617
A,1,2,10.4,0,1.1,23.3,3,8.5,1,IND,463
A,3,1,20.3,0,0.6,2.8,2,2.5,1,OKC,480
H,3,2,21.7,0,0.8,23.3,3,7.6,0,MIL,122
A,5,2,23.2,0,0.8,2.9,2,0.3,1,OKC,585
H,4,3,17.3,7,5.7,12,2,4.6,1,GSW,426
H,2,1,6.4,0,0.7,20.6,3,2.1,1,DAL,599
A,2,1,2.2,0,0.2,2.2,2,2.8,1,ORL,610
H,10,3,8.7,0,0.8,2.8,2,2.5,0,MEM,278
H,2,2,8.7,1,1.7,7.9,2,3.7,1,HOU,391
H,4,1,18.8,3,2.4,17.4,2,3.9,1,LAL,190
A,4,1,10.9,0,0.5,10.1,2,3.4,0,IND,492
H,5,3,12,0,0.9,14.9,2,9.3,1,WAS,454
A,9,4,20.7,0,0.4,18.1,3,9.8,0,ORL,592
H,7,4,13.5,0,0.9,24.1,3,4.3,0,CHI,473
H,10,3,14.1,12,10.3,20,2,4.7,0,UTA,425
H,3,1,13.8,0,0.8,20.9,2,4.8,1,DAL,56
H,6,4,5.8,3,3,4.5,2,1.4,0,MIN,500
H,4,1,9.8,0,1,21,2,1.8,1,DEN,159
A,6,2,6.4,2,2.6,2.6,2,0.9,0,WAS,198
H,2,1,6.8,0,0.9,24.3,3,4.4,0,UTA,546
A,3,1,5,0,0.8,3.4,2,1.5,0,OKC,433
H,7,3,4.3,1,1.7,8.7,2,2.6,0,CHA,404
H,6,2,18,0,0.7,25.2,3,2.7,0,SAS,35
H,12,3,14.8,5,6.2,3.4,2,2.1,1,DEN,279
A,8,4,10.7,0,1.5,21.9,3,0.8,0,LAC,607
H,12,3,19.5,4,4.5,9,2,2.2,1,SAC,175
H,7,4,2.8,1,1.9,7.9,2,1.5,1,MEM,491
A,4,1,11.8,0,1,2.5,2,3.2,1,DAL,586
A,2,2,0,0,0,0.8,2,1.8,0,MIL,413
A,4,2,24,2,6,25.6,2,7.7,0,MIA,157
H,3,2,14.4,0,0.7,8.3,2,3.4,1,ORL,389
A,8,2,19.3,0,1,23.1,3,4.4,1,LAC,144
H,1,1,7.6,0,0.7,13.8,2,3.8,0,SAS,702
A,1,2,13.4,0,2.6,5,2,0,1,HOU,606
H,12,3,13.1,0,0.8,23.3,3,3.9,0,LAC,221
A,6,3,8.7,0,0,18.6,2,7.7,0,LAL,284
H,5,2,1,3,3.9,3.2,2,0.3,1,DEN,440
A,11,4,13.5,0,0.9,19.1,2,6.7,0,GSW,127
H,8,4,14.9,2,2.4,10.7,2,1.9,1,IND,458
A,4,4,2.5,0,0.6,10,2,4.9,1,CLE,542
H,7,3,16.8,8,6.9,7.5,2,3.2,0,SAS,639
H,1,1,7,0,2.5,18.2,2,3.5,0,MEM,26
A,14,4,3.4,1,1.6,4.9,2,2.2,0,OKC,198
H,4,2,0,4,3.9,9.1,2,5.4,0,MIL,188
H,8,2,24,0,0.1,0.9,2,0.9,0,PHI,78
A,5,4,6.4,0,0.8,17.8,2,4.7,1,CHI,127
H,2,2,16.6,8,6.9,15.6,2,3,0,ATL,613
H,5,2,11,1,1.6,8.4,2,4,1,LAL,355
A,4,1,0,27,21.1,20.5,2,4.8,0,CLE,1
A,3,2,0,2,3.1,7.6,2,2.7,0,LAL,316
A,11,2,2.6,23,21.3,4.7,2,2.7,1,PHX,5
A,2,1,17.5,0,-0.2,17.9,2,3.7,0,MIL,422
A,3,4,6,0,0.8,22.5,3,8.3,0,CHA,413
A,6,3,13,11,11.2,9.1,2,2.1,1,UTA,709
H,17,4,13.5,1,3.3,24.6,3,5.3,0,TOR,41
H,2,1,7.3,1,2.3,20.2,2,6.4,0,CHA,550
A,7,2,23.7,0,0,1.3,2,1.7,0,IND,62
A,3,1,3.7,0,1,24.2,3,11.6,1,IND,225
H,2,2,16,2,2.2,18.7,2,1.5,0,IND,544
A,15,4,8.8,0,0.7,19.9,2,4.3,0,GSW,388
A,3,2,9.2,5,4.2,16.2,2,6.9,1,UTA,644
H,7,4,0,1,1.9,24.2,3,1.2,1,ATL,14
A,2,2,13.9,2,3.7,7.9,2,2.6,0,NYK,639
A,7,3,6.4,0,0.8,2.4,2,7.6,1,TOR,556
H,9,3,18.4,0,0.7,5.5,2,2.4,1,SAC,375
A,20,4,4.2,1,3.3,17.5,2,2.1,0,DET,266
H,7,3,7.2,0,1,4,2,4.2,1,NOP,158
H,2,1,9.1,4,2.6,19.1,2,2.2,1,DEN,588
H,4,4,9.3,1,1.8,7.3,2,1,0,CHI,687
H,1,1,16,10,8.6,17.3,2,6,1,MIL,119
H,14,4,23,0,0.5,5.4,2,2.8,0,TOR,352
A,5,3,15.6,0,0.8,11.7,2,8.3,1,CLE,410
H,1,1,1.2,0,0.8,25.4,3,5.9,0,SAS,242
H,20,4,14.6,0,0.7,14,2,10,1,BOS,250
A,7,3,10,0,1.6,25.4,3,4.7,0,ORL,68
A,9,4,9.7,1,1.3,17.5,2,2.2,1,CHI,446
A,1,2,9.8,0,0.9,2,2,3.5,1,PHX,690
H,6,1,8.1,2,3.4,10,2,2.1,0,POR,155
A,11,3,20.9,5,5.2,5.3,2,1.6,0,OKC,168
A,9,1,0,0,-0.5,3.4,2,1.5,0,BOS,1
A,7,3,8.9,0,2,26.2,3,3.2,0,LAC,455
A,9,4,14.5,12,8.6,5.7,2,6.1,0,SAS,455
H,15,4,19.9,0,0.6,7.4,2,2.2,0,TOR,218
H,8,4,21,0,1.1,2.4,2,8.2,1,ORL,215
A,6,4,23,1,1.3,9.9,2,3.4,1,MIL,508
H,6,2,7.2,0,0.9,22.5,3,4.6,0,CHI,322
A,3,2,3,0,0.8,19.3,2,5.5,0,SAS,580
A,8,3,15.5,9,8.1,6.5,2,2.1,1,WAS,481
H,15,4,2.1,0,0,13.2,2,4.3,1,BKN,28
H,3,4,18.1,1,1.1,20.5,2,0,1,CHA,581
A,11,3,17.7,0,1,22.1,3,7.2,1,MIN,518
A,4,2,11.6,1,2,8.5,2,3.5,0,POR,304
H,8,2,19.3,5,4.5,24.4,3,5.7,0,WAS,63
H,7,3,1.8,4,5.8,15.2,2,2.3,1,SAS,508
A,5,2,6.1,3,4.4,10.5,2,3.6,1,NYK,143
H,10,4,1.5,2,3.1,20,2,0.7,0,MIL,542
A,1,1,11,0,0.9,2.9,2,5.9,1,DET,628
H,13,3,21.1,3,3.5,7.1,2,1.2,0,UTA,215
A,3,2,8.6,0,1.1,16.3,2,4.3,1,DET,604
H,3,1,8.9,2,4.4,3.2,2,0,1,OKC,500
A,10,5,9.2,8,7.2,25.4,3,6,1,SAC,127
H,4,2,10,2,5.2,10.4,2,3.7,0,CHI,642
A,4,2,14.2,10,9.5,9.4,2,2.5,1,NYK,205
A,3,2,14.8,1,1.2,1.6,2,3.9,1,UTA,56
A,6,3,21.2,1,1.4,4.9,2,2.7,0,BOS,591
H,2,2,7.4,1,2.9,14.3,2,1.7,0,BOS,703
H,18,4,5.5,6,4.6,8.5,2,1.7,1,BKN,7
A,8,3,12,0,0.7,21,3,2.7,1,TOR,121
H,14,4,6.1,4,4.9,7,2,2,1,WAS,346
H,6,4,18.3,4,3.6,16.8,2,1,0,NYK,562
A,4,2,12.5,0,0.9,23.6,3,5.5,1,TOR,394
A,15,4,5.4,0,0.4,3.5,2,3.7,1,SAC,181
A,10,4,14.9,0,1,28.3,3,5.6,1,OKC,136
A,7,4,21,3,3.9,5.5,2,2,0,ATL,455
A,1,2,9.9,0,2.1,25.1,3,2,0,PHI,157
H,11,3,18.3,1,3.1,18.9,2,4.3,1,MIN,157
H,2,3,12.5,0,0.8,23.2,3,7.2,0,DET,605
H,8,2,6.9,0,-9.2,2.1,2,3.2,0,CHI,170
A,10,4,6.6,0,1,17.2,2,2.9,0,IND,565
H,8,2,6.3,3,3.2,4.9,2,1.6,0,LAL,437
A,14,4,13.9,0,1.1,26,3,5.6,0,MIL,71
A,3,2,4.4,0,2.6,6.1,2,1.6,0,CHA,315
H,9,3,6.3,0,1.2,23.8,3,5.4,1,TOR,383
H,5,4,9.9,0,0.9,24.3,3,7.4,1,DET,672
A,8,2,15.1,0,1.6,2.9,2,1.9,1,MIN,82
A,11,3,15.8,0,1.2,21,2,2.9,0,IND,557
H,4,2,11.7,4,2.8,5.4,2,1.4,0,CHA,319
A,6,3,24,1,1.2,2.7,2,5.5,1,MEM,456
H,8,1,16.8,0,0.9,24.1,3,7.1,0,NOP,173
A,6,3,16.4,0,0.8,24.5,3,3.8,0,LAC,634
A,16,4,13.2,10,10.5,1,2,2.9,0,LAL,313
A,4,4,8.8,0,0.9,2.5,2,0.8,0,WAS,617
H,2,2,16.7,0,0.2,1.4,2,1.8,1,PHX,252
H,6,4,4.3,5,6.5,4.3,2,2.5,0,DET,618
H,7,3,12.7,0,0.9,3.7,2,1.8,1,DAL,97
A,3,1,22,4,3.3,5.1,2,2.9,1,CLE,280
H,9,3,7.9,0,1,19.3,2,4.3,1,GSW,223
A,4,1,1,3,4.7,24.9,3,5.1,0,CHA,183
A,5,4,11.3,0,0.9,17.9,2,6.8,0,POR,589
A,4,3,8.3,0,0.8,20,2,5.1,0,WAS,704
A,4,1,14.5,3,5.4,9.2,2,3,0,POR,323
H,14,4,14.8,10,9.4,19.2,2,4.8,0,IND,607
A,2,1,21.5,1,2.4,3.4,2,1.1,1,CLE,516
A,1,1,6.7,0,1.2,23.7,3,7,1,MIL,652
H,8,3,9.6,0,1,24.4,3,7.9,1,ORL,535
H,4,1,0,8,8.4,16.3,2,4.6,1,WAS,3
A,2,1,16.8,7,8.2,23.9,3,5,0,PHX,429
H,2,1,14.4,0,1.1,21,2,4.8,0,ATL,515
A,2,1,14.8,1,1.3,3.4,2,3.6,0,WAS,644
A,2,1,6.7,0,0.7,13.4,2,2.5,0,CHI,576
A,3,2,5,0,2,20.8,2,4.6,0,MIA,211
A,8,2,20.3,4,4.5,4.7,2,3,0,HOU,307
A,5,3,14,0,0.7,4.6,2,5.7,1,DEN,513
A,5,4,5.1,0,1.6,24.2,3,2,0,SAC,606
A,1,1,15,1,2.1,8.1,2,2.6,1,WAS,54
H,10,4,13,0,0.9,24.5,3,7.5,0,OKC,148
H,6,2,19.1,0,0.6,22.7,3,6.2,1,GSW,105
A,4,3,13.9,9,8.6,14,2,4.5,1,MIA,65
A,11,4,2.6,9,10.2,6,2,1.6,1,SAC,48
A,5,1,12.3,0,1.2,22.7,2,4.6,0,SAC,228
A,16,4,0.5,0,0.8,20.6,2,6.6,0,IND,62
A,17,5,0,1,2.8,3.7,2,12,1,MEM,1
H,2,3,15.6,0,0.8,17.2,2,8.9,0,LAL,633
A,10,4,4.5,2,2.9,7.5,2,4.5,1,SAC,89
H,1,1,4.7,0,0.7,22.8,3,4.3,0,CLE,700
A,9,2,2.2,6,6.7,13.9,2,0.5,1,MIA,247
H,2,1,8.9,0,0.8,25.1,3,5.3,0,DET,93
H,11,4,3.9,5,5.6,13.3,2,4.9,0,CHI,700
H,2,2,3.8,2,2.3,21.1,2,5.9,1,MEM,509
A,3,1,7.8,2,2.6,6.2,2,3.7,0,MIN,223
A,15,3,12.5,0,0.7,24.8,3,5.6,1,WAS,466
H,2,1,12.6,3,4.4,4.1,2,0.5,1,ORL,400
A,5,2,7.7,0,1.1,24.2,3,8.1,1,OKC,87
A,21,4,6.5,13,18.2,2.5,2,3.3,0,LAL,174
H,3,3,9.3,6,5.7,6.1,2,2.1,1,HOU,262
H,5,2,16,9,8.5,2.7,2,5.7,1,CHI,168
H,9,3,13,2,3.8,20.5,2,4.8,1,HOU,188
H,14,4,10.8,2,2.2,16.4,2,9.6,0,TOR,508
H,4,4,10,3,3.4,9.1,2,2.5,0,MIA,310
A,3,3,8.3,0,0,2.2,2,5.2,1,SAC,680
H,16,3,9,4,6.5,7.7,2,1.9,0,DAL,548
H,6,1,6.4,2,6.4,4.8,2,2,1,POR,271
H,6,2,0,4,4.8,18,2,2.3,0,MEM,565
H,7,2,3.1,2,3.7,13.5,2,3.1,1,DEN,338
H,8,3,10.5,0,0.9,22.9,3,5.8,1,MIA,641
H,7,2,23.5,0,0,7.1,2,1,0,MIN,61
H,2,1,0.9,0,1.4,13.5,2,7,1,MIN,370
H,8,2,10.3,1,2.1,2,2,2.6,0,PHX,278
H,3,1,15.6,9,7.7,11,2,1.5,0,NYK,191
A,20,4,3,2,3.3,20.3,2,3.4,0,ATL,382
A,5,2,14.9,0,1.3,2.3,2,0.8,1,MIA,435
A,1,1,9,0,0.8,2,2,5.1,1,LAL,192
A,8,3,20.8,1,1.4,4.8,2,1.9,0,PHI,475
H,7,4,18,0,0.9,23,3,8.3,0,UTA,583
H,7,4,6.9,3,5.2,1.7,2,2.6,0,WAS,629
H,11,3,15.2,1,1.4,3.2,2,0.5,1,POR,484
H,3,2,6,1,2.2,16.2,2,4.1,1,SAC,207
H,2,2,13,0,3,2.1,2,3.7,1,WAS,325
H,7,1,19,4,4.2,27.2,3,8.3,0,CLE,199
H,10,3,15.7,9,7.8,4.9,2,1.8,1,ATL,260
A,2,1,24,0,0.9,3.1,2,3.1,1,MIN,465
H,3,1,20.2,4,4.4,2,2,2.2,1,PHI,505
H,3,3,18,6,5.7,26.6,3,4.6,0,WAS,31
H,4,1,12.9,2,2.9,16.7,2,4.3,1,CLE,447
A,6,1,7.3,2,2.4,9,2,1.9,0,UTA,391
A,1,1,9.2,3,4.5,9.7,2,2.2,0,BOS,704
A,1,2,10.3,1,1.8,2,2,2.5,0,TOR,383
H,2,4,4.6,0,0.8,18.2,2,4.6,0,PHX,532
A,6,2,18.5,0,0.5,1.2,2,1.9,1,MIL,180
A,9,4,9.9,4,3.8,15.8,2,3.1,0,BOS,611
A,6,2,18.2,0,0.8,4.2,2,2.1,1,CHI,622
A,6,2,12.3,0,0.4,23.1,3,4.4,1,SAS,385
A,11,5,9.5,1,2,6,2,2.5,1,NOP,133
H,3,1,14.8,0,0.8,20.1,2,5.3,0,TOR,158
A,8,2,8,17,14.7,18.3,2,6.9,1,ORL,20
H,4,4,9.2,18,14.9,5,2,3.3,1,IND,705
A,8,4,3.6,3,2.2,7.3,2,1.9,0,ORL,571
H,5,2,8.6,20,16.2,4,2,1,0,BOS,454
A,1,2,15.1,11,8.9,25.6,3,4.4,1,WAS,630
H,2,1,5.5,0,0.8,22.5,3,17.1,0,MIL,203
H,7,3,10.5,0,1.9,22.6,3,7.7,1,UTA,448
A,21,4,0.7,2,2.1,25.3,3,3.5,0,DAL,276
H,2,1,10.4,0,0.8,15.1,2,4.1,0,DET,461
H,3,1,12,0,0.7,18.9,2,4.9,1,PHX,317
A,6,2,13.2,0,1.2,22.8,3,10.6,0,DAL,272
H,12,3,8.1,15,15.9,18.6,2,3,0,GSW,439
A,5,2,14.6,1,1.4,25.1,3,4.6,0,DAL,486
A,5,2,8.5,0,0.9,22.8,3,10.1,1,DEN,565
A,11,4,1.8,0,0.9,20.7,2,5.8,0,TOR,592
H,8,2,9.2,7,9,6.4,2,3.1,1,POR,280
A,13,3,21.1,0,1.2,22.6,3,8.9,1,HOU,415
